Course Code,Exam Type,Date(s),Room Info
PSY-3502,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
PSY-3502,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
PSY-3503,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
PSY-3503,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
PSY-3504,Oppgave,Innlevering: 2. desember 2024 kl. 14:00,N/A
PSY-3504,Oppgave,Innlevering: 2. juni 2025 kl. 14:00,N/A
PSY-3900,Assignment,Innlevering: 2. desember 2024 kl. 14:00,N/A
PSY-3900,Assignment,Innlevering: 2. mai 2025 kl. 14:00,N/A
RAD-1120,Skriftlig skoleeksamen,Dato: 13. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
RAD-2110,Skriftlig skoleeksamen,Dato: 6. januar 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RAD-2130,Skriftlig skoleeksamen,Dato: 13. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
RAD-2150,Mappevurdering,Innlevering: 2. mai 2025 kl. 14:00,N/A
RAD-2610,Muntlig eksamen,Dato: 16. desember 2024 kl. 08:15,N/A
RAD-2620,Muntlig eksamen,Fra 10. desember  til 11. desember 2024,N/A
RAD-2640,Oppgave,Innlevering: 16. mai 2025 kl. 14:00,N/A
SSO-3112,Hjemmeeksamen,"Utlevering: 26. mai 2025 kl. 09:00
Innlevering: 28. mai 2025 kl. 13:00",N/A
SSO-3115,Hjemmeeksamen,"Utlevering: 30. mai 2025 kl. 09:00
Innlevering: 6. juni 2025 kl. 14:00",N/A
SSO-3116,Hjemmeeksamen,"Utlevering: 20. september 2024 kl. 09:00
Innlevering: 13. desember 2024 kl. 14:00",N/A
SSO-3117,Oppgave,Innlevering: 29. november 2024 kl. 14:00,N/A
SSO-3911,Oppgave,Innlevering: 15. mai 2025 kl. 15:00,N/A
SSO-3911,Oppgave,Innlevering: 10. februar 2025 kl. 14:00,N/A
SYD-1110,Skriftlig skoleeksamen,Dato: 11. desember 2024 kl. 09:00,"(HARSTAD): Havnegata 5-7 – 112 Undervisningsrom 2
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2116, Seminarrom (Alta)
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom"
SYD-1110,Skriftlig skoleeksamen,Dato: 29. april 2025 kl. 09:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom
(KIRKENES): UiT i Kirkenes – 4.03"
SYD-1121,Hjemmeeksamen,"Utlevering: 27. januar 2025 kl. 09:00
Innlevering: 30. januar 2025 kl. 13:00",N/A
SYD-1130,Skriftlig skoleeksamen,Dato: 13. januar 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7"
SYD-1130,Skriftlig skoleeksamen,Dato: 2. juni 2025 kl. 09:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(KIRKENES): UiT i Kirkenes – 1.05 Store klasserom
(KIRKENES): UiT i Kirkenes – 1.08 Lille klasserom
(KIRKENES): UiT i Kirkenes – 4.03"
SYD-2111,Skriftlig skoleeksamen,Dato: 31. mars 2025 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
SYD-2120,Skriftlig skoleeksamen,Dato: 6. januar 2025 kl. 09:00,"(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
SYD-2610,Hjemmeeksamen,"Utlevering: 10. februar 2025 kl. 09:00
Innlevering: 13. februar 2025 kl. 13:00",N/A
SYD-2630,Oppgave,Innlevering: 21. november 2024 kl. 09:00,N/A
SYP-1110,Skriftlig skoleeksamen,Dato: 11. desember 2024 kl. 09:00,"(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
(TROMSO): Kraft sportssenter – Idrettsbane (036-2) Del 2
(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(HAMMERFEST): Campus Hammerfest – 222 Møterom Sirma (Hammerfest)
(HAMMERFEST): Campus Hammerfest – 233 Skaidi (Hammerfest)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(NARVIK): E-Fløyen – E2470, Seminarrom
(NARVIK): E-Fløyen – E2471, Seminarrom"
SYP-1121,Hjemmeeksamen,"Utlevering: 10. juni 2025 kl. 09:00
Innlevering: 13. juni 2025 kl. 13:00",N/A
SYP-1121,Hjemmeeksamen,"Utlevering: 27. januar 2025 kl. 09:00
Innlevering: 30. januar 2025 kl. 13:00",N/A
SYP-1121,Digital kunnskapstest,"Utlevering: 10. april 2025 kl. 14:00
Innlevering: 10. april 2025 kl. 14:30",N/A
SYP-1130,Skriftlig skoleeksamen,Dato: 13. januar 2025 kl. 09:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(HARSTAD): Havnegata 5-7 – Undervisningsrom 8
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(HAMMERFEST): Nye Hammerfest sykehus – Snefjord
(HAMMERFEST): Nye Hammerfest sykehus – Måsøy
(NARVIK): E-Fløyen – E2463, Undervisningsrom
(NARVIK): E-Fløyen – E2471, Seminarrom
(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)"
SYP-1171,Hjemmeeksamen,"Utlevering: 10. februar 2025 kl. 09:00
Innlevering: 17. februar 2025 kl. 14:00",N/A
SYP-1172,Hjemmeeksamen,"Utlevering: 22. mai 2025 kl. 09:00
Innlevering: 30. mai 2025 kl. 14:00",N/A
SYP-2111,Kunnskapstest,Innlevering: 14. januar 2025 kl. 14:00,N/A
SYP-2111,Skriftlig skoleeksamen,Dato: 31. mars 2025 kl. 09:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(HAMMERFEST): Nye Hammerfest sykehus – Snefjord
(NARVIK): E-Fløyen – E1480, Aktivt læringsrom"
SYP-2120,Skriftlig skoleeksamen,Dato: 6. januar 2025 kl. 09:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 7
(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
(HAMMERFEST): Nye Hammerfest sykehus – Sirma
(NARVIK): E-Fløyen – E2463, Undervisningsrom"
SYP-2630,Oppgave,Innlevering: 21. mai 2025 kl. 14:00,N/A
SYP-3201,Muntlig eksamen,Dato: 17. desember 2024 kl. 08:15,N/A
SYP-3202,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 13:00",N/A
SYP-3301,Muntlig eksamen,Dato: 17. desember 2024 kl. 08:15,N/A
SYP-3302,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 13:00",N/A
SYP-3401,Muntlig eksamen,Fra 17. desember  til 19. desember 2024,N/A
SYP-3402,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 13:00",N/A
SYP-3601,Muntlig eksamen,Dato: 17. desember 2024 kl. 08:15,N/A
SYP-3602,Hjemmeeksamen,"Utlevering: 5. mai 2025 kl. 09:00
Innlevering: 8. mai 2025 kl. 13:00",N/A
SYP-3701,Muntlig eksamen,Dato: 17. desember 2024 kl. 08:15,N/A
SYP-3702,Hjemmeeksamen,"Utlevering: 19. mai 2025 kl. 09:00
Innlevering: 22. mai 2025 kl. 13:00",N/A
SYS-1110,Skriftlig skoleeksamen,Dato: 29. april 2025 kl. 09:00,N/A
SYS-1130,Skriftlig skoleeksamen,Dato: 2. juni 2025 kl. 09:00,N/A
SYS-2630,Hjemmeeksamen,Innlevering: 21. november 2024 kl. 14:00,N/A
TPL-1004,Skriftlig skoleeksamen,Dato: 6. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
TPL-1006,Skriftlig skoleeksamen,Dato: 30. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-1) Del 1
TPL-1008,Hjemmeeksamen,Innlevering: 16. mai 2025 kl. 14:00,N/A
TPL-1010,Skriftlig skoleeksamen,Dato: 5. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
TPL-1012,Hjemmeeksamen,Innlevering: 2. desember 2024 kl. 12:00,N/A
TPL-1014,Skriftlig skoleeksamen,Dato: 5. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
TPL-2020,Hjemmeeksamen,"Utlevering: 7. mai 2025 kl. 09:00
Innlevering: 7. mai 2025 kl. 13:00",N/A
TPL-2024,Hjemmeeksamen,Innlevering: 30. april 2025 kl. 14:00,N/A
VPL-1204,Skriftlig skoleeksamen - legemiddelhåndtering,Dato: 10. desember 2024 kl. 13:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7"
VPL-1204,Skriftlig skoleeksamen - farmakologi,Dato: 10. desember 2024 kl. 09:00,"(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
(HARSTAD): Havnegata 5-7 – Undervisningsrom 7"
VPL-1205,Hjemmeeksamen,"Utlevering: 17. februar 2025 kl. 09:00
Innlevering: 18. februar 2025 kl. 13:00",N/A
VPL-1206,Skriftlig skoleeksamen,Dato: 17. mars 2025 kl. 09:00,(HARSTAD): Havnegata 5-7 – Undervisningsrom 1
VPL-1209,Muntlig eksamen,Fra 9. desember  til 10. desember 2024,N/A
VPL-1209,Praktisk eksamen,Fra 9. desember  til 10. desember 2024,N/A
VPL-1306,Skriftlig skoleeksamen,Dato: 9. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(HARSTAD): Havnegata 5-7 – Undervisningsrom 6
(HARSTAD): Havnegata 5-7 – Undervisningsrom 9"
VPL-1308,Hjemmeeksamen,"Utlevering: 10. juni 2025 kl. 09:00
Innlevering: 11. juni 2025 kl. 13:00",N/A
VPL-1309,Praktisk eksamen,Fra 5. desember  til 6. desember 2024,N/A
VPL-1309,Muntlig eksamen,Fra 5. desember  til 6. desember 2024,N/A
VPL-1312,Hjemmeeksamen,"Utlevering: 11. desember 2024 kl. 09:00
Innlevering: 12. desember 2024 kl. 13:00",N/A
VPL-2015,Hjemmeeksamen,"Utlevering: 12. februar 2025 kl. 09:00
Innlevering: 14. februar 2025 kl. 13:00",N/A
VPL-2016,Hjemmeeksamen,"Utlevering: 21. mars 2025 kl. 09:00
Innlevering: 16. mai 2025 kl. 14:00",N/A
VPL-2316,Muntlig eksamen,Fra 9. desember  til 11. desember 2024,N/A
