course_code,exam_type,start_time,end_time,location
MDA-2001,Oppgave,2024-12-09 14:00:00,,N/A
MDA-2002,Oppgave,2024-12-09 14:00:00,,N/A
MDA-2003,Mappevurdering,2025-06-06 14:00:00,,N/A
MDV-1000,Hjemmeeksamen,2024-11-14 09:00:00,2024-11-21 14:00:00,N/A
MDV-1004,Oppgave,2024-12-11 14:00:00,,N/A
MDV-1005,Hjemmeeksamen,2025-02-28 09:00:00,2025-03-07 14:00:00,N/A
MDV-1013,Oppgave,2024-11-27 14:00:00,,N/A
MDV-1201,Hjemmeeksamen,2025-03-12 09:00:00,2025-03-12 17:00:00,N/A
MDV-1203,Muntlig_eksamen,2024-11-29 09:00:00,,N/A
MDV-1204,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-27 14:00:00,N/A
MDV-1206,Oppgave,2025-05-22 14:00:00,,N/A
MDV-1210,Mappevurdering,2024-12-11 14:00:00,,N/A
MDV-2035,Oppgave,2025-05-15 14:00:00,,N/A
MDV-3050,Hjemmeeksamen,2024-11-18 09:00:00,2024-11-28 14:00:00,N/A
MDV-3051,Hjemmeeksamen,2024-12-04 09:00:00,2024-12-04 17:00:00,N/A
MDV-3062,Oppgave,2025-04-30 14:00:00,,N/A
MDV-3950,Oppgave,2025-05-15 14:00:00,,N/A
NOR-0035,Skriftlig_skoleeksamen,2024-12-03 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
NOR-0035,Skriftlig_skoleeksamen,2025-05-19 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
NOR-0036,Muntlig_eksamen,2024-12-09 00:00:00,2024-12-10 00:00:00,N/A
NOR-1011,Skriftlig_skoleeksamen,2024-12-06 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
NOR-1014,Hjemmeeksamen,2025-05-16 09:00:00,2025-05-23 14:00:00,N/A
NOR-1015,Oppgave,2025-05-02 14:00:00,,N/A
NOR-1021,Skriftlig_skoleeksamen,2024-12-06 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
NOR-1024,Hjemmeeksamen,2025-05-16 09:00:00,2025-05-23 14:00:00,N/A
NOR-1025,Oppgave,2025-05-02 14:00:00,,N/A
NOR-1110,Hjemmeeksamen,2025-06-02 09:00:00,2025-06-10 14:00:00,N/A
NOR-1111,Hjemmeeksamen,2024-11-26 09:00:00,2024-12-03 14:00:00,N/A
NOR-1112,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-22 13:00:00,N/A
NOR-1120,Hjemmeeksamen,2025-06-02 09:00:00,2025-06-10 14:00:00,N/A
NOR-1121,Hjemmeeksamen,2024-11-26 09:00:00,2024-12-03 14:00:00,N/A
NOR-1122,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-22 13:00:00,N/A
NOR-2043,Oppgave,2025-06-06 14:00:00,,N/A
NOR-2126,Hjemmeeksamen,2025-05-14 09:00:00,2025-05-21 14:00:00,N/A
NOR-2950,Oppgave,2025-05-15 14:00:00,,N/A
NOR-2951,Oppgave,2025-05-15 14:00:00,,N/A
NOR-2980,Oppgave,2025-05-15 14:00:00,,N/A
NOR-2981,Oppgave,2025-05-15 14:00:00,,N/A
NOR-3016,Oppgave,2024-11-22 14:00:00,,N/A
NOR-3063,Oppgave,2024-12-03 14:00:00,,N/A
NOR-3115,Oppgave,2024-11-20 14:00:00,,N/A
NOR-3135,Muntlig_eksamen,2024-12-02 09:00:00,,N/A
NOR-3137,Hjemmeeksamen,2024-12-04 09:00:00,2024-12-11 14:00:00,N/A
NOR-3601,Hjemmeeksamen,2025-04-30 09:00:00,2025-05-08 14:00:00,N/A
NOR-3910,Oppgave,2025-05-15 14:00:00,,N/A
NOR-3920,Oppgave,2025-05-15 14:00:00,,N/A
NOR-3982,Oppgave,2025-05-15 14:00:00,,N/A
NOR-3983,Oppgave,2025-05-15 14:00:00,,N/A
NOR-6004,Hjemmeeksamen,2024-11-27 09:00:00,2024-12-04 14:00:00,N/A
NOR-6005,Hjemmeeksamen,2025-04-24 09:00:00,2025-05-02 14:00:00,N/A
PED-0001,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-06 00:00:00,N/A
PED-0700,Hjemmeeksamen,2024-11-26 09:00:00,2024-11-26 16:00:00,N/A
PED-1001,Hjemmeeksamen,2024-11-19 09:00:00,2024-11-19 16:00:00,N/A
PED-1002,Hjemmeeksamen,2025-05-30 09:00:00,2025-06-06 14:00:00,N/A
PED-1005,Hjemmeeksamen,2025-05-02 09:00:00,2025-05-09 14:00:00,N/A
PED-1006,Skriftlig_skoleeksamen,2025-05-20 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PED-1012,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-22 13:00:00,N/A
PED-1012,Muntlig_eksamen,2024-12-05 00:00:00,2024-12-09 00:00:00,N/A
PED-1014,Skriftlig_skoleeksamen,2025-05-16 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PED-1017,Muntlig_eksamen,2025-05-27 08:15:00,,N/A
PED-1018,Hjemmeeksamen,2025-05-08 09:00:00,2025-05-08 17:00:00,N/A
PED-1021,Off_campus_exam,2025-05-30 14:00:00,,N/A
PED-2003,Oppgave,2025-05-06 14:00:00,,N/A
PED-2017,Hjemmeeksamen,2024-11-25 09:00:00,2024-12-02 14:00:00,N/A
PED-2020,Hjemmeeksamen,2024-11-22 09:00:00,2024-11-22 16:00:00,N/A
PED-2021,Muntlig_eksamen,2024-11-18 00:00:00,2024-11-20 00:00:00,N/A
PED-3017,Hjemmeeksamen,2024-11-25 09:00:00,2024-12-02 14:00:00,N/A
PED-3018,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-09 14:00:00,N/A
PED-3032,Hjemmeeksamen,2024-11-20 14:00:00,2024-12-05 14:00:00,N/A
PED-3037,Hjemmeeksamen,2025-05-07 14:00:00,,N/A
PED-3039,Hjemmeeksamen,2024-12-16 09:00:00,2024-12-20 14:00:00,N/A
PED-3056,Hjemmeeksamen,2024-11-22 09:00:00,2024-11-29 14:00:00,N/A
PED-3065,Mappevurdering,2025-06-06 14:00:00,,N/A
PED-3200,Hjemmeeksamen,2024-12-11 14:00:00,,N/A
PED-3301,Hjemmeeksamen,2024-11-22 09:00:00,2024-11-29 14:00:00,N/A
PED-3302,Muntlig_eksamen,2024-12-05 00:00:00,2024-12-05 00:00:00,N/A
PED-3303,Oppgave,2024-12-09 14:00:00,,N/A
PED-3900,Oppgave,2025-05-15 14:00:00,,N/A
PED-3901,Oppgave,2025-05-15 14:00:00,,N/A
PED-3903,Oppgave,2025-05-15 14:00:00,,N/A
PED-3905,Oppgave,2025-05-15 14:00:00,,N/A
PED-3910,Oppgave,2025-05-15 14:00:00,,N/A
PED-3911,Oppgave,2025-05-15 14:00:00,,N/A
PED-6327,Hjemmeeksamen,2025-04-30 14:00:00,,N/A
PED-6341,Muntlig_eksamen,2024-12-04 00:00:00,2024-12-06 00:00:00,N/A
PED-6342,Oppgave,2025-05-09 14:00:00,,N/A
PED-6343,Oppgave,2025-05-28 14:00:00,,N/A
PFF-1020,Muntlig_eksamen,2024-12-11 00:00:00,2024-12-13 00:00:00,N/A
PFF-2001,Praksisvurdering,2024-11-29 14:00:00,,N/A
PFF-2021,Muntlig_eksamen,2024-12-04 00:00:00,2024-12-06 00:00:00,N/A
PFF-2022,Muntlig_eksamen,2024-12-09 00:00:00,2024-12-10 00:00:00,N/A
PFF-2024,Oppgave,2024-11-25 14:00:00,,N/A
PFF-2025,Skriftlig_skoleeksamen,2024-11-25 09:00:00,,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
PFF-2026,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-03 00:00:00,N/A
PFF-2027,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-03 00:00:00,N/A
PFF-2028,Skriftlig_skoleeksamen,2024-11-25 09:00:00,,"(TROMSO): Teorifagbygget hus 4 – Rom 4.213, Seminarom (Tromsø)"
PFF-2029,Hjemmeeksamen,2024-11-28 13:00:00,2024-11-29 13:00:00,N/A
PFF-3002,Praksisvurdering,2024-12-09 14:00:00,,N/A
PFF-3022,Oppgave,2025-05-30 14:00:00,,N/A
PFF-3025,Oppgave,2025-05-16 14:00:00,,N/A
PFF-3026,Skriftlig_skoleeksamen,2025-06-03 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
PFF-3027,Hjemmeeksamen,2025-06-16 09:00:00,2025-06-16 15:00:00,N/A
PFF-3028,Hjemmeeksamen,2025-06-02 09:00:00,2025-06-04 13:00:00,N/A
PFF-3029,Oppgave,2025-05-27 14:00:00,,N/A
PFF-3030,Oppgave,2025-05-27 14:00:00,,N/A
PFF-3101,Muntlig_eksamen,2024-11-19 08:15:00,,N/A
PFF-3102,Oppgave,2024-12-02 14:00:00,,N/A
PFF-5010,Oppgave,2025-05-15 14:00:00,,N/A
PFF-5020,Hjemmeeksamen,2025-05-15 14:00:00,,N/A
PFF-5025,Skriftlig_skoleeksamen,2025-06-02 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
PFF-5027,Skriftlig_skoleeksamen,2025-05-19 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
REL-1000,Skriftlig_skoleeksamen,2024-11-27 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1019,Skriftlig_skoleeksamen,2024-12-03 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1022,Muntlig_eksamen,2024-12-03 00:00:00,2024-12-06 00:00:00,N/A
REL-1032,Skriftlig_skoleeksamen,2025-05-22 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
REL-1034,Skriftlig_skoleeksamen,2024-11-21 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
REL-1035,Skriftlig_skoleeksamen,2025-04-30 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
REL-1050,Skriftlig_skoleeksamen,2025-04-28 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
REL-2008,Mappevurdering,2025-05-20 14:00:00,,N/A
REL-2015,Oppgave,2025-05-15 14:00:00,,N/A
REL-2025,Oppgave,2025-06-02 14:00:00,,N/A
REL-3054,Mappevurdering,2024-11-20 14:00:00,,N/A
REL-3054,Mappevurdering,2025-05-20 14:00:00,,N/A
REL-3056,Oppgave,2025-06-02 14:00:00,,N/A
REL-3057,Oppgave,2024-11-22 14:00:00,,N/A
REL-3057,Oppgave,2025-06-02 14:00:00,,N/A
REL-3058,Oppgave,2025-06-02 14:00:00,,N/A
REL-3900,Oppgave,2025-05-15 14:00:00,,N/A
REL-3901,Oppgave,2025-05-15 14:00:00,,N/A
REL-3980,Oppgave,2025-05-15 14:00:00,,N/A
RUS-0100,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-03 00:00:00,N/A
RUS-0100,Skriftlig_skoleeksamen,2024-11-22 09:00:00,,"(TROMSO): Teorifagbygget hus 1 – Rom 1.343, undervisning"
RUS-1001,Skriftlig_skoleeksamen,2025-05-19 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-1025,Skriftlig_skoleeksamen,2024-11-26 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
RUS-1110,Skriftlig_skoleeksamen,2024-11-20 09:00:00,,"(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
RUS-1115,Skriftlig_skoleeksamen,2025-04-30 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-1210,Oppgave,2024-12-09 14:00:00,,N/A
RUS-2021,Skriftlig_skoleeksamen,2024-11-29 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
RUS-2025,Skriftlig_skoleeksamen,2025-05-07 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
RUS-2040,Skriftlig_skoleeksamen,2025-05-12 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-2110,Oppgave,2025-05-22 14:00:00,,N/A
RUS-2990,Oppgave,2025-05-15 14:00:00,,N/A
RUS-3010,School_exam,2024-12-03 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-3030,Assignment,2025-05-12 14:00:00,,N/A
RUS-3041,Oral_exam,2024-12-06 09:00:00,,N/A
RUS-3043,Muntlig_eksamen,2024-12-06 09:00:00,,N/A
RUS-3090,Hjemmeeksamen,2024-12-04 09:00:00,2024-12-11 14:00:00,N/A
RUS-3114,Oppgave,2024-11-20 14:00:00,,N/A
RUS-3115,Hjemmeeksamen,2025-05-05 09:00:00,2025-05-07 13:00:00,N/A
RUS-3920,Oppgave,2025-05-15 14:00:00,,N/A
RUS-3982,Oppgave,2025-05-15 14:00:00,,N/A
SAM-1010,Skriftlig_skoleeksamen,2024-11-29 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SAM-1011,Skriftlig_skoleeksamen,2025-05-26 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SAM-1012,Oppgave,2025-05-05 14:00:00,,N/A
SAM-1013,Oppgave,2024-12-06 14:00:00,,N/A
SAM-1031,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-20 15:00:00,N/A
SAM-1031,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-06 00:00:00,N/A
SAM-1034,Muntlig_eksamen,2024-12-09 00:00:00,2024-12-13 00:00:00,N/A
SAM-1035,Hjemmeeksamen,2024-11-22 09:00:00,2024-12-06 14:00:00,N/A
SAM-1035,Hjemmeeksamen,2025-04-23 09:00:00,2025-05-08 14:00:00,N/A
SAM-1110,Skriftlig_skoleeksamen,2024-11-21 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
SAM-1112,Oppgave,2025-05-20 14:00:00,,N/A
SAM-2020,Mappevurdering,2024-12-04 14:00:00,,N/A
SAM-3010,Oppgave,2024-12-11 14:00:00,,N/A
SAM-3010,Oppgave,2025-06-02 14:00:00,,N/A
SAM-3012,Oppgave,2024-12-04 14:00:00,,N/A
SAM-3015,Oppgave,2025-05-26 14:00:00,,N/A
SAM-3090,Oppgave,2025-05-08 14:00:00,,N/A
SAM-3115,Skriftlig_skoleeksamen,2025-04-23 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SAM-3117,Oppgave,2024-11-22 14:00:00,,N/A
SAM-3118,Hjemmeeksamen,2025-06-16 09:00:00,2025-06-16 15:00:00,N/A
SAM-3190,Oppgave,2025-04-25 14:00:00,,N/A
SAM-3984,Oppgave,2025-05-15 14:00:00,,N/A
SOA-1001,Muntlig_eksamen,2024-12-03 08:15:00,,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
SOA-1006,Off_campus_exam,2024-11-29 09:00:00,2024-12-06 14:00:00,N/A
SOA-1010,Hjemmeeksamen,2025-04-22 09:00:00,2025-04-29 14:00:00,N/A
SOA-2003,Hjemmeeksamen,2025-05-13 14:00:00,,N/A
SOA-2004,Hjemmeeksamen,2025-05-13 09:00:00,2025-05-27 14:00:00,N/A
SOA-3002,Oppgave,2024-11-27 14:00:00,,N/A
SOA-3006,Off_campus_exam,2025-04-25 09:00:00,2025-05-05 14:00:00,N/A
SOA-3013,Hjemmeeksamen,2024-11-15 09:00:00,2024-11-22 14:00:00,N/A
SOA-3015,Off_campus_exam,2025-04-02 09:00:00,2025-04-09 14:00:00,N/A
SOA-3020,Hjemmeeksamen,2025-06-02 14:00:00,,N/A
SOA-3900,Oppgave,2025-05-15 14:00:00,,N/A
SOA-3902,Assignment,2025-05-21 14:00:00,,N/A
SOS-1001,Hjemmeeksamen,2024-11-08 09:00:00,2024-11-22 14:00:00,N/A
SOS-1002,Skriftlig_skoleeksamen,2025-04-11 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SOS-1018,Hjemmeeksamen,2025-05-20 09:00:00,2025-05-27 14:00:00,N/A
SOS-1030,Hjemmeeksamen,2024-10-25 09:00:00,2024-12-06 14:00:00,N/A
SOS-2001,Skriftlig_skoleeksamen,2025-04-11 09:00:00,,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
SOS-2002,Oppgave,2025-05-09 14:00:00,,N/A
SOS-2003,Hjemmeeksamen,2024-11-21 09:00:00,2024-11-22 09:00:00,N/A
SOS-2005,Oppgave,2025-05-09 14:00:00,,N/A
SOS-2017,Off_campus_exam,2025-05-07 09:00:00,2025-05-14 14:00:00,N/A
SOS-3000,Oppgave,2024-11-29 14:00:00,,N/A
SOS-3010,Skriftlig_skoleeksamen,2024-11-20 09:00:00,,"(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
SOS-3017,Off_campus_exam,2025-05-07 09:00:00,2025-05-14 14:00:00,N/A
SOS-3018,Hjemmeeksamen,2024-11-08 09:00:00,2024-11-22 14:00:00,N/A
SOS-3018,Muntlig_eksamen,2024-12-11 10:00:00,,N/A
SOS-3900,Oppgave,2025-05-15 14:00:00,,N/A
SOS-3981,Oppgave,2025-05-15 14:00:00,,N/A
SPA-0100,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-02 12:00:00,N/A
SPA-1011,Hjemmeeksamen,2024-11-28 09:00:00,2024-11-28 13:00:00,N/A
SPA-1013,Hjemmeeksamen,2025-05-26 09:00:00,2025-05-26 12:00:00,N/A
SPA-1014,Muntlig_eksamen,2024-11-25 09:00:00,,N/A
SPA-1110,Hjemmeeksamen,2025-05-21 09:00:00,2025-05-21 15:00:00,N/A
SPA-1111,Hjemmeeksamen,2024-11-15 09:00:00,2024-11-22 14:00:00,N/A
SPA-2011,Hjemmeeksamen,2025-05-09 09:00:00,2025-05-09 13:00:00,N/A
SPA-2111,Oppgave,2025-04-30 14:00:00,,N/A
SPA-2113,Hjemmeeksamen,2025-03-10 09:00:00,2025-03-17 14:00:00,N/A
SPA-2981,Oppgave,2025-05-15 14:00:00,,N/A
SPA-3011,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-27 14:00:00,N/A
SPA-3014,Hjemmeeksamen,2025-05-05 09:00:00,2025-05-12 14:00:00,N/A
SPA-3090,Oppgave,2024-12-11 14:00:00,,N/A
SPA-3090,Oppgave,2025-05-02 14:00:00,,N/A
SPA-3091,Oppgave,2024-12-11 14:00:00,,N/A
SPA-3091,Oppgave,2025-05-02 14:00:00,,N/A
SPA-3111,Oppgave,2024-12-11 14:00:00,,N/A
SPA-3114,Hjemmeeksamen,2025-05-26 14:00:00,,N/A
SPA-3982,Oppgave,2025-05-15 14:00:00,,N/A
SPA-3983,Oppgave,2025-02-15 14:00:00,,N/A
SPA-3983,Oppgave,2025-05-15 14:00:00,,N/A
SPA-3994,Oppgave,2025-05-15 14:00:00,,N/A
SPA-6011,Hjemmeeksamen,2025-05-05 09:00:00,2025-05-12 14:00:00,N/A
SPL-1002,Skriftlig_skoleeksamen,2025-05-20 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SPL-2001,Hjemmeeksamen,2024-12-05 09:00:00,2024-12-12 14:00:00,N/A
SPL-2003,Oppgave,2025-05-16 14:00:00,,N/A
SPL-2004,Oppgave,2024-12-02 14:00:00,,N/A
SPL-2004,Muntlig_eksamen,2024-12-13 08:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
SPL-2009,Hjemmeeksamen,2025-03-26 09:00:00,2025-04-02 14:00:00,N/A
SPL-2010,Hjemmeeksamen,2025-03-18 09:00:00,2025-03-25 14:00:00,N/A
SPL-2011,Hjemmeeksamen,2025-03-18 09:00:00,2025-03-25 14:00:00,N/A
SPL-2012,Hjemmeeksamen,2025-04-08 09:00:00,2025-04-15 14:00:00,N/A
SPL-3002,Hjemmeeksamen,2025-05-26 09:00:00,2025-06-03 14:00:00,N/A
SPL-3004,Hjemmeeksamen,2024-11-29 09:00:00,2024-12-06 14:00:00,N/A
SPL-3010,Off_campus_exam,2024-12-13 09:00:00,2024-12-20 14:00:00,N/A
SPL-3900,Oppgave,2025-05-15 14:00:00,,N/A
SPL-3901,Assignment,2025-05-15 14:00:00,,N/A
SPL-3902,Oppgave,2025-05-15 14:00:00,,N/A
SSO-1051,Skriftlig_skoleeksamen,2024-11-28 09:00:00,,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)
(ALTA): Campus Alta Byggetrinn 2 – Rom 2108, Seminarrom (Alta)
(ALTA): Campus Alta: Paviljong 1, 2, 3 og m.bygg – Rom P179, Sarikoski"
SSO-1052,Skriftlig_skoleeksamen,2024-12-11 09:00:00,,"(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)"
SSO-1111,Hjemmeeksamen,2024-12-10 09:00:00,2024-12-12 09:00:00,N/A
SSO-1112,Muntlig_eksamen,2025-06-02 00:00:00,2025-06-04 00:00:00,N/A
SSO-1113,Oppgave,2024-12-12 14:00:00,,N/A
SSO-1114,Muntlig_eksamen,2025-06-04 00:00:00,2025-06-06 00:00:00,N/A
SSO-1411,Hjemmeeksamen,2024-12-10 09:00:00,2024-12-12 09:00:00,N/A
SSO-1412,Muntlig_eksamen,2025-06-02 00:00:00,2025-06-04 00:00:00,N/A
SSO-1413,Oppgave,2024-12-12 14:00:00,,N/A
SSO-1414,Muntlig_eksamen,2025-06-04 00:00:00,2025-06-06 00:00:00,N/A
SSO-2161,Hjemmeeksamen,2025-02-18 09:00:00,2025-02-20 13:00:00,N/A
SSO-2162,Muntlig_eksamen,2025-06-10 00:00:00,2025-06-13 00:00:00,N/A
SSO-2162,Oppgave,2025-05-14 14:00:00,,N/A
SSO-3020,Hjemmeeksamen,2024-12-10 09:00:00,2024-12-12 13:00:00,N/A
SSO-3025,Hjemmeeksamen,2025-03-11 09:00:00,2025-03-13 13:00:00,N/A
SSO-3040,Muntlig_eksamen,2025-05-26 00:00:00,2025-05-28 00:00:00,N/A
SSO-3900,Oppgave,2025-05-15 14:00:00,,N/A
STV-1000,Hjemmeeksamen,2024-11-18 09:00:00,2024-11-19 15:00:00,N/A
STV-1003,Hjemmeeksamen,2025-05-02 09:00:00,2025-05-02 16:00:00,N/A
STV-1005,Hjemmeeksamen,2024-11-25 09:00:00,2024-12-02 14:00:00,N/A
STV-1006,School_exam,2024-11-27 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
STV-2004,Hjemmeeksamen,2025-05-02 09:00:00,2025-05-12 14:00:00,N/A
STV-2005,School_exam,2024-11-20 09:00:00,,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
STV-2008,School_exam,2025-03-20 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STV-2010,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-27 14:00:00,N/A
STV-2020,Oppgave,2025-05-15 14:00:00,,N/A
STV-3005,School_exam,2025-04-23 09:00:00,,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STV-3014,Hjemmeeksamen,2025-05-19 09:00:00,2025-05-26 14:00:00,N/A
STV-3020,Off_campus_exam,2025-03-31 09:00:00,2025-04-04 14:00:00,N/A
STV-3035,Hjemmeeksamen,2024-11-04 09:00:00,2024-12-02 14:00:00,N/A
STV-3036,Oppgave,2025-05-22 14:00:00,,N/A
STV-3040,Portfolio,2024-11-25 09:00:00,2024-11-28 13:00:00,N/A
STV-3058,Hjemmeeksamen,2025-05-07 09:00:00,2025-05-14 14:00:00,N/A
STV-3059,Hjemmeeksamen,2025-05-19 09:00:00,2025-06-03 14:00:00,N/A
STV-3061,Mappevurdering,2024-12-02 14:00:00,,N/A
STV-3073,Hjemmeeksamen,2025-05-19 09:00:00,2025-06-11 14:00:00,N/A
STV-3074,Hjemmeeksamen,2025-04-23 09:00:00,2025-05-08 14:00:00,N/A
STV-3075,Hjemmeeksamen,2024-11-07 09:00:00,2024-11-28 14:00:00,N/A
STV-3076,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-09 14:00:00,N/A
STV-3077,Muntlig_eksamen,2024-12-02 00:00:00,2024-12-06 00:00:00,N/A
STV-3900,Oppgave,2025-05-15 14:00:00,,N/A
STV-3901,Oppgave,2025-05-15 14:00:00,,N/A
STV-3909,Oppgave,2025-05-15 14:00:00,,N/A
STV-3910,Oppgave,2024-12-02 14:00:00,,N/A
STV-3910,Oppgave,2025-05-15 14:00:00,,N/A
SVF-1050,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-21 15:00:00,N/A
SVF-1051,Hjemmeeksamen,2024-11-20 09:00:00,2024-11-21 15:00:00,N/A
SVF-1051,Hjemmeeksamen,2025-05-27 09:00:00,2025-05-28 15:00:00,N/A
SVF-2058,Off_campus_exam,2025-03-07 09:00:00,2025-03-14 14:00:00,N/A
SVF-3004,Hjemmeeksamen,2025-02-21 09:00:00,2025-02-21 16:00:00,N/A
SVF-3006,Hjemmeeksamen,2025-05-15 14:00:00,,N/A
SVF-3021,Oral_exam,2024-11-18 00:00:00,2024-11-20 00:00:00,N/A
SVF-3022,School_exam,2024-12-12 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SVF-3024,Off_campus_exam,2025-03-21 09:00:00,2025-04-04 14:00:00,N/A
SVF-3025,School_exam,2025-04-15 09:00:00,,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
SVF-3044,Off_campus_exam,2024-11-27 09:00:00,2024-11-27 16:00:00,N/A
SVF-3044,Off_campus_exam,2025-05-05 09:00:00,2025-05-05 16:00:00,N/A
SVF-3109,Portfolio,2025-03-28 13:00:00,,N/A
SVF-3110,Assignment,2024-12-13 14:00:00,,N/A
SVF-3115,Off_campus_exam,2025-03-19 09:00:00,2025-03-26 14:00:00,N/A
SVF-3901,Assignment,2025-05-15 14:00:00,,N/A
SVF-3903,Assignment_2,2025-05-15 14:00:00,,N/A
SVF-8067,Assignment,2025-06-04 14:00:00,,N/A
SVF-8070,Assignment,2024-11-28 14:00:00,,N/A
SVH-8003,Assignment,2024-11-22 09:00:00,2024-12-06 14:00:00,N/A
TYS-0100,Skriftlig_skoleeksamen,2024-12-09 09:00:00,,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TYS-1001,Hjemmeksamen,2025-05-27 09:00:00,2025-05-27 17:00:00,N/A
TYS-1002,Hjemmeksamen,2025-05-30 09:00:00,2025-05-30 17:00:00,N/A
TYS-1101,Mappevurdering,2025-05-21 14:00:00,,N/A
TYS-6011,Hjemmeeksamen,2024-11-27 14:00:00,,N/A
TYS-6012,Hjemmeeksamen,2025-04-01 14:00:00,,N/A
TYS-6012,Hjemmeeksamen,2025-04-25 14:00:00,,N/A
TYS-6012,Hjemmeeksamen,2025-04-23 14:00:00,,N/A
VID-6070,Skriftlig_skoleeksamen,2024-11-29 09:00:00,,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
VID-6071,Hjemmeeksamen,2025-05-21 09:00:00,2025-05-23 13:00:00,N/A
VID-6074,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-06 14:00:00,N/A
VID-6076,Hjemmeeksamen,2024-12-02 09:00:00,2024-12-06 14:00:00,N/A
