Course Code,Exam Type,Date & Time,Room Info
REL-3057,Oppgave,N/A,N/A
REL-3058,Oppgave,N/A,N/A
REL-3900,Oppgave,N/A,N/A
REL-3901,Oppgave,N/A,N/A
REL-3980,Oppgave,N/A,N/A
RUS-0100,Muntlig eksamen,N/A,N/A
RUS-0100,Skriftlig skoleeksamen,22. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 1 – Rom 1.343, undervisning"
RUS-1001,Skriftlig skoleeksamen,19. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-1025,Skriftlig skoleeksamen,26. november 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
RUS-1110,Skriftlig skoleeksamen,20. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
RUS-1115,Skriftlig skoleeksamen,30. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-1210,Oppgave,N/A,N/A
RUS-2021,Skriftlig skoleeksamen,29. november 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
RUS-2025,Skriftlig skoleeksamen,7. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
RUS-2040,Skriftlig skoleeksamen,12. mai 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-2110,Oppgave,N/A,N/A
RUS-2990,Oppgave,N/A,N/A
RUS-3010,School exam,3. desember 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
RUS-3030,Assignment,N/A,N/A
RUS-3041,Oral exam,6. desember 2024 kl. 09:00,N/A
RUS-3043,Muntlig eksamen,6. desember 2024 kl. 09:00,N/A
RUS-3090,Hjemmeeksamen,N/A,N/A
RUS-3114,Oppgave,N/A,N/A
RUS-3115,Hjemmeeksamen,N/A,N/A
RUS-3920,Oppgave,N/A,N/A
RUS-3982,Oppgave,N/A,N/A
SAM-1010,Skriftlig skoleeksamen,29. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SAM-1011,Skriftlig skoleeksamen,26. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SAM-1012,Oppgave,N/A,N/A
SAM-1013,Oppgave,N/A,N/A
SAM-1031,Hjemmeeksamen,N/A,N/A
SAM-1031,Muntlig eksamen,N/A,N/A
SAM-1034,Muntlig eksamen,N/A,N/A
SAM-1035,Hjemmeeksamen,N/A,N/A
SAM-1035,Hjemmeeksamen,N/A,N/A
SAM-1110,Skriftlig skoleeksamen,21. november 2024 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
SAM-1112,Oppgave,N/A,N/A
SAM-2020,Mappevurdering,N/A,N/A
SAM-3010,Oppgave,N/A,N/A
SAM-3010,Oppgave,N/A,N/A
SAM-3012,Oppgave,N/A,N/A
SAM-3015,Oppgave,N/A,N/A
SAM-3090,Oppgave,N/A,N/A
SAM-3115,Skriftlig skoleeksamen,23. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SAM-3117,Oppgave,N/A,N/A
SAM-3118,Hjemmeeksamen,N/A,N/A
SAM-3190,Oppgave,N/A,N/A
SAM-3984,Oppgave,N/A,N/A
SOA-1001,Muntlig eksamen,3. desember 2024 kl. 08:15,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
SOA-1006,Off campus exam,N/A,N/A
SOA-1010,Hjemmeeksamen,N/A,N/A
SOA-2003,Hjemmeeksamen,N/A,N/A
SOA-2004,Hjemmeeksamen,N/A,N/A
SOA-3002,Oppgave,N/A,N/A
SOA-3006,Off campus exam,N/A,N/A
SOA-3013,Hjemmeeksamen,N/A,N/A
SOA-3015,Off campus exam,N/A,N/A
SOA-3020,Hjemmeeksamen,N/A,N/A
SOA-3900,Oppgave,N/A,N/A
SOA-3902,Assignment,N/A,N/A
SOS-1001,Hjemmeeksamen,N/A,N/A
SOS-1002,Skriftlig skoleeksamen,11. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
SOS-1018,Hjemmeeksamen,N/A,N/A
SOS-1030,Hjemmeeksamen,N/A,N/A
SOS-2001,Skriftlig skoleeksamen,11. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – K1.04 Eksamensrom (Tromsø)
SOS-2002,Oppgave,N/A,N/A
SOS-2003,Hjemmeeksamen,N/A,N/A
SOS-2005,Oppgave,N/A,N/A
SOS-2017,Off campus exam,N/A,N/A
SOS-3000,Oppgave,N/A,N/A
SOS-3010,Skriftlig skoleeksamen,20. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 4 – Rom 4.248, leserom (Tromsø)"
SOS-3017,Off campus exam,N/A,N/A
SOS-3018,Hjemmeeksamen,N/A,N/A
SOS-3018,Muntlig eksamen,11. desember 2024 kl. 10:00,N/A
SOS-3900,Oppgave,N/A,N/A
SOS-3981,Oppgave,N/A,N/A
SPA-0100,Hjemmeeksamen,N/A,N/A
SPA-1011,Hjemmeeksamen,N/A,N/A
SPA-1013,Hjemmeeksamen,N/A,N/A
SPA-1014,Muntlig eksamen,25. november 2024 kl. 09:00,N/A
SPA-1110,Hjemmeeksamen,N/A,N/A
SPA-1111,Hjemmeeksamen,N/A,N/A
SPA-2011,Hjemmeeksamen,N/A,N/A
SPA-2111,Oppgave,N/A,N/A
SPA-2113,Hjemmeeksamen,N/A,N/A
SPA-2981,Oppgave,N/A,N/A
SPA-3011,Hjemmeeksamen,N/A,N/A
SPA-3014,Hjemmeeksamen,N/A,N/A
SPA-3090,Oppgave,N/A,N/A
SPA-3090,Oppgave,N/A,N/A
SPA-3091,Oppgave,N/A,N/A
SPA-3091,Oppgave,N/A,N/A
SPA-3111,Oppgave,N/A,N/A
SPA-3114,Hjemmeeksamen,N/A,N/A
SPA-3982,Oppgave,N/A,N/A
SPA-3983,Oppgave,N/A,N/A
SPA-3983,Oppgave,N/A,N/A
SPA-3994,Oppgave,N/A,N/A
SPA-6011,Hjemmeeksamen,N/A,N/A
SPL-1002,Skriftlig skoleeksamen,20. mai 2025 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SPL-2001,Hjemmeeksamen,N/A,N/A
SPL-2003,Oppgave,N/A,N/A
SPL-2004,Oppgave,N/A,N/A
SPL-2004,Muntlig eksamen,13. desember 2024 kl. 08:00,(TROMSO): Teorifagbygget hus 1 – Plan 2 rom til bruk for eksamen
SPL-2009,Hjemmeeksamen,N/A,N/A
SPL-2010,Hjemmeeksamen,N/A,N/A
SPL-2011,Hjemmeeksamen,N/A,N/A
SPL-2012,Hjemmeeksamen,N/A,N/A
SPL-3002,Hjemmeeksamen,N/A,N/A
SPL-3004,Hjemmeeksamen,N/A,N/A
SPL-3010,Off campus exam,N/A,N/A
SPL-3900,Oppgave,N/A,N/A
SPL-3901,Assignment,N/A,N/A
SPL-3902,Oppgave,N/A,N/A
SSO-1051,Skriftlig skoleeksamen,28. november 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 2 – Rom 2107, Seminarrom (Alta)"
SSO-1052,Skriftlig skoleeksamen,11. desember 2024 kl. 09:00,"(ALTA): Campus Alta Byggetrinn 3 – Rom A102, Kultursalen (Alta)"
SSO-1111,Hjemmeeksamen,N/A,N/A
SSO-1112,Muntlig eksamen,N/A,N/A
SSO-1113,Oppgave,N/A,N/A
SSO-1114,Muntlig eksamen,N/A,N/A
SSO-1411,Hjemmeeksamen,N/A,N/A
SSO-1412,Muntlig eksamen,N/A,N/A
SSO-1413,Oppgave,N/A,N/A
SSO-1414,Muntlig eksamen,N/A,N/A
SSO-2161,Hjemmeeksamen,N/A,N/A
SSO-2162,Muntlig eksamen,N/A,N/A
SSO-2162,Oppgave,N/A,N/A
SSO-3020,Hjemmeeksamen,N/A,N/A
SSO-3025,Hjemmeeksamen,N/A,N/A
SSO-3040,Muntlig eksamen,N/A,N/A
SSO-3900,Oppgave,N/A,N/A
STV-1000,Hjemmeeksamen,N/A,N/A
STV-1003,Hjemmeeksamen,N/A,N/A
STV-1005,Hjemmeeksamen,N/A,N/A
STV-1006,School exam,27. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
STV-2004,Hjemmeeksamen,N/A,N/A
STV-2005,School exam,20. november 2024 kl. 09:00,"(TROMSO): Teorifagbygget hus 3 – Rom 3.218, lesesal (Tromsø)"
STV-2008,School exam,20. mars 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STV-2010,Hjemmeeksamen,N/A,N/A
STV-2020,Oppgave,N/A,N/A
STV-3005,School exam,23. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – B154 Eksamensrom (Tromsø)
STV-3014,Hjemmeeksamen,N/A,N/A
STV-3020,Off campus exam,N/A,N/A
STV-3035,Hjemmeeksamen,N/A,N/A
STV-3036,Oppgave,N/A,N/A
STV-3040,Portfolio,N/A,N/A
STV-3058,Hjemmeeksamen,N/A,N/A
STV-3059,Hjemmeeksamen,N/A,N/A
STV-3061,Mappevurdering,N/A,N/A
STV-3073,Hjemmeeksamen,N/A,N/A
STV-3074,Hjemmeeksamen,N/A,N/A
STV-3075,Hjemmeeksamen,N/A,N/A
STV-3076,Hjemmeeksamen,N/A,N/A
STV-3077,Muntlig eksamen,N/A,N/A
STV-3900,Oppgave,N/A,N/A
STV-3901,Oppgave,N/A,N/A
STV-3909,Oppgave,N/A,N/A
STV-3910,Oppgave,N/A,N/A
STV-3910,Oppgave,N/A,N/A
SVF-1050,Hjemmeeksamen,N/A,N/A
SVF-1051,Hjemmeeksamen,N/A,N/A
SVF-1051,Hjemmeeksamen,N/A,N/A
SVF-2058,Off campus exam,N/A,N/A
SVF-3004,Hjemmeeksamen,N/A,N/A
SVF-3006,Hjemmeeksamen,N/A,N/A
SVF-3021,Oral exam,N/A,N/A
SVF-3022,School exam,12. desember 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
SVF-3024,Off campus exam,N/A,N/A
SVF-3025,School exam,15. april 2025 kl. 09:00,(TROMSO): Administrasjonsbygget – Auditorium Maximum (Tromsø)
SVF-3044,Off campus exam,N/A,N/A
SVF-3044,Off campus exam,N/A,N/A
SVF-3109,Portfolio,N/A,N/A
SVF-3110,Assignment,N/A,N/A
SVF-3115,Off campus exam,N/A,N/A
SVF-3901,Assignment,N/A,N/A
SVF-3903,Assignment 2,N/A,N/A
SVF-8067,Assignment,N/A,N/A
SVF-8070,Assignment,N/A,N/A
SVH-8003,Assignment,N/A,N/A
TYS-0100,Skriftlig skoleeksamen,9. desember 2024 kl. 09:00,(TROMSO): Teorifagbygget hus 1 – Plan 3 rom til bruk for eksamen
TYS-1001,Hjemmeksamen,N/A,N/A
TYS-1002,Hjemmeksamen,N/A,N/A
TYS-1101,Mappevurdering,N/A,N/A
TYS-6011,Hjemmeeksamen,N/A,N/A
TYS-6012,Hjemmeeksamen,N/A,N/A
TYS-6012,Hjemmeeksamen,N/A,N/A
TYS-6012,Hjemmeeksamen,N/A,N/A
VID-6070,Skriftlig skoleeksamen,29. november 2024 kl. 09:00,(TROMSO): Kraft sportssenter – Idrettsbane (036-3) Del 3
VID-6071,Hjemmeeksamen,N/A,N/A
VID-6074,Hjemmeeksamen,N/A,N/A
VID-6076,Hjemmeeksamen,N/A,N/A
VID-6082,Hjemmeeksamen,N/A,N/A
VID-6083,Hjemmeeksamen,N/A,N/A
VID-6088,Hjemmeeksamen,N/A,N/A
VID-6089,Hjemmeeksamen,N/A,N/A
VID-6110,Praktisk eksamen,N/A,N/A
VID-6114,Praktisk eksamen,N/A,N/A
VID-6118,Muntlig eksamen,N/A,N/A
VID-6119,Hjemmeeksamen,N/A,N/A
